k,arm,score_name,threshold,coverage,selective_risk,selective_accuracy,accepted_count,abstained_count
2,p1,max_probability,0.8249543763226586,0.6867469879518072,0.05263157894736842,0.9473684210526315,57,26
2,p1,max_probability,0.8317081199499288,0.6746987951807228,0.03571428571428571,0.9642857142857143,56,27
2,p1,max_probability,0.844374433504125,0.6626506024096386,0.03636363636363636,0.9636363636363636,55,28
2,p1,max_probability,0.8696291146746642,0.6626506024096386,0.03636363636363636,0.9636363636363636,55,28
2,p1,max_probability,0.8736631396302086,0.6506024096385542,0.037037037037037035,0.9629629629629629,54,29
2,p1,max_probability,0.8748498592158842,0.6385542168674698,0.018867924528301886,0.9811320754716981,53,30
2,p1,max_probability,0.8759007430843101,0.6265060240963856,0.019230769230769232,0.9807692307692307,52,31
2,p1,max_probability,0.8766519544463679,0.6144578313253012,0.0196078431372549,0.9803921568627451,51,32
2,p1,max_probability,0.8796139973301103,0.6144578313253012,0.0196078431372549,0.9803921568627451,51,32
2,p1,max_probability,0.8812481202565091,0.6024096385542169,0.0,1.0,50,33
2,p1,max_probability,0.8837799758615731,0.5903614457831325,0.0,1.0,49,34
2,p1,max_probability,0.8872654520537149,0.5783132530120482,0.0,1.0,48,35
2,p1,max_probability,0.891547862684186,0.5662650602409639,0.0,1.0,47,36
2,p1,max_probability,0.8970106614862279,0.5542168674698795,0.0,1.0,46,37
2,p1,max_probability,0.9087558869024898,0.5542168674698795,0.0,1.0,46,37
2,p1,max_probability,0.9104902747172237,0.5421686746987951,0.0,1.0,45,38
2,p1,max_probability,0.9165742422523938,0.5301204819277109,0.0,1.0,44,39
2,p1,max_probability,0.9228557632841763,0.5180722891566265,0.0,1.0,43,40
2,p1,max_probability,0.9264542909165845,0.5060240963855421,0.0,1.0,42,41
2,p1,max_probability,0.9331376365486972,0.5060240963855421,0.0,1.0,42,41
2,p1,max_probability,0.9392615448684072,0.4939759036144578,0.0,1.0,41,42
2,p1,max_probability,0.9444331955478826,0.4819277108433735,0.0,1.0,40,43
2,p1,max_probability,0.947070158556031,0.46987951807228917,0.0,1.0,39,44
2,p1,max_probability,0.9500262369374931,0.4578313253012048,0.0,1.0,38,45
2,p1,max_probability,0.9562635863558567,0.4457831325301205,0.0,1.0,37,46
2,p1,max_probability,0.9570607350658987,0.4457831325301205,0.0,1.0,37,46
2,p1,max_probability,0.964929532222539,0.43373493975903615,0.0,1.0,36,47
2,p1,max_probability,0.969832808844305,0.42168674698795183,0.0,1.0,35,48
2,p1,max_probability,0.9718741868952654,0.40963855421686746,0.0,1.0,34,49
2,p1,max_probability,0.9728191902366137,0.39759036144578314,0.0,1.0,33,50
2,p1,max_probability,0.9744068931169241,0.3855421686746988,0.0,1.0,32,51
